ID Cliente,Nome do Cliente,Data da Instalação,Tipo de Instalação,Endereço (Rua),Bairro,Cidade,Estado,CEP,Valor do Serviço (R$),Tipo de Pagamento,Nº Parcelas,Instituição Financeira,Origem do Cliente,Avaliação (1-5),Comentário do Cliente,Sistema (kWp),Nº de Placas,Indicação de Quem?,Vendedor Responsável
CLI112,Mariane Cunha,2023-12-08,Residencial,"Vereda Alves, 1676",Braúnas,Abreu,PI,06499-880,74494.64,Cartão de Crédito,9,Visa,Outro,2,Nemo repudiandae ea nobis.,13.2,35,,Fernanda Lima
CLI113,Hadassa Teixeira,2023-10-15,Comercial,"Conjunto de Mendes, 517",São José,Cavalcante,MT,29018-985,69386.81,À Vista,0,,Outro,4,Eos laudantium magnam distinctio omnis quam dolores rem.,4.5,14,,Carlos Oliveira
CLI114,Heitor Monteiro,2025-01-11,Comercial,"Viela Caio Castro, 1544",Vila Maloca,Carvalho de Barros,RN,88581373,35633.17,À Vista,0,,Panfleto,2,Libero cum consequuntur deserunt distinctio.,15.1,44,,Carlos Oliveira
CLI115,Sra. Luísa Lima,2023-06-09,Industrial,"Rua de Sá, 269",Penha,Jesus,PI,65983309,30827.27,À Vista,0,,Mídias Sociais,4,,14.2,38,,Ana Clara
CLI116,Isabela Casa Grande,2023-12-02,Comercial,"Parque Borges, 676",Vila Real 2ª Seção,Lima do Sul,DF,68252444,14829.13,À Vista,0,,Site da Empresa,2,,5.6,15,,Bruno Silva
CLI117,Dr. Isaque Oliveira,2023-06-20,Comercial,"Estação Freitas, 920",Atila De Paiva,Rocha,AC,15710-077,74217.37,Boleto,0,,Feira/Evento,2,Doloribus quod eveniet architecto atque animi quam.,12.2,33,,Carlos Oliveira
CLI118,Dr. Daniel Montenegro,2023-06-27,Rural,"Esplanada Peixoto, 1343",Novo Tupi,Gonçalves de Leão,AC,17121-106,41171.38,À Vista,0,,Parceria,1,Sequi ipsa voluptates.,9.0,23,,Bruno Silva
CLI119,Carlos Eduardo Leão,2024-11-14,Comercial,"Avenida de da Mota, 1560",Alto Barroca,Rezende,DF,74680-370,13878.72,Cartão de Crédito,12,Mastercard,Mídias Sociais,1,Soluta ducimus ullam corporis fuga.,12.9,44,,Diana Santos
CLI120,Mariah da Luz,2023-07-13,Comercial,"Ladeira de Novaes, 730",Santa Efigênia,das Neves dos Dourados,MS,45001-041,22326.58,Financiamento Bancário,60,Sicoob,Mídias Sociais,3,,3.6,9,,Carlos Oliveira
CLI121,João Pedro Costela,2023-08-29,Rural,"Área Abreu, 494",Nova Cintra,Ferreira Verde,SP,69588859,20696.2,Financiamento Bancário,72,Nubank,Parceria,5,Enim officiis praesentium corporis voluptate.,8.3,21,,Carlos Oliveira
CLI122,Sr. Mathias Dias,2024-06-22,Industrial,"Recanto de Pastor, 1686",Alta Tensão 1ª Seção,Vargas da Prata,AM,48579872,65597.67,Boleto,0,,Indicação,4,Tempora voluptatibus porro reiciendis vel.,19.8,63,Daniel Duarte,Carlos Oliveira
CLI123,Jade Rios,2025-01-03,Residencial,"Morro de Oliveira, 1144",Boa União 1ª Seção,Jesus,MS,89348224,9248.44,À Vista,0,,Indicação,4,,8.9,26,Carolina Montenegro,Diana Santos
CLI124,Daniela Moraes,2024-09-17,Residencial,"Distrito Nunes, 1305",Vitoria Da Conquista,Vasconcelos de Pimenta,AL,33898840,31660.54,Boleto,0,,Indicação,1,,16.0,53,Sra. Antonella Monteiro,Ana Clara
CLI125,Marcos Vinicius Marques,2024-04-01,Residencial,"Largo Souza, 1770",Ambrosina,Araújo do Oeste,MS,40217-371,33096.03,Cartão de Crédito,6,Elo,Outro,1,Explicabo eum tenetur et.,3.4,10,,Carlos Oliveira
CLI126,Asafe Souza,2023-10-12,Industrial,"Conjunto de Fernandes, 1254",Funcionários,da Rosa do Norte,BA,79775-495,77830.81,Boleto,0,,Outro,1,,12.5,39,,Fernanda Lima
CLI127,Sr. Kaique Pacheco,2023-11-11,Industrial,"Trevo Rezende, 628",Biquinhas,da Paz da Mata,RJ,51515-920,9665.63,À Vista,0,,Site da Empresa,5,Saepe voluptas harum repellendus dolorum sapiente accusamus ab.,10.7,28,,Bruno Silva
CLI128,Alícia Fernandes,2023-12-21,Rural,"Estação Bryan Albuquerque, 416",Alpes,Moreira,MT,05781504,69783.18,Cartão de Crédito,3,Visa,Outro,2,Modi quos explicabo asperiores reprehenderit maxime.,8.4,22,,Diana Santos
CLI129,Catarina da Conceição,2025-04-26,Industrial,"Sítio de da Mata, 630",Conjunto Celso Machado,Santos da Prata,ES,05128353,14064.74,Boleto,0,,Panfleto,4,Eum praesentium ad.,6.1,18,,Carlos Oliveira
CLI130,Gael Lima,2025-03-15,Residencial,"Ladeira de Macedo, 270",Zilah Sposito,Rocha,PA,95728571,22278.93,Financiamento Bancário,24,Itaú,Feira/Evento,1,,18.6,64,,Carlos Oliveira
CLI131,Dr. Nathan Peixoto,2024-03-19,Comercial,"Aeroporto Maria Sophia Camargo, 938",Vila Pinho,Castro de Minas,DF,06584-893,11183.77,Boleto,0,,Panfleto,2,Rerum magnam maxime ab soluta.,2.9,7,,Carlos Oliveira
CLI132,Asafe Melo,2024-05-16,Residencial,"Esplanada Zoe Sá, 774",Aeroporto,Pinto,PI,95684635,38154.32,À Vista,0,,Indicação,1,,8.2,21,Lorena Araújo,Carlos Oliveira
CLI133,Antonella Rocha,2025-05-05,Industrial,"Jardim de Jesus, 1895",Madri,Rios,PI,00935351,71770.96,Financiamento Bancário,48,Santander,Indicação,4,,4.6,12,Emilly Mendes,Diana Santos
CLI134,Alexia Gomes,2023-10-07,Industrial,"Viela de Jesus, 1681",Santa Maria,Macedo da Serra,PR,64883034,24089.4,À Vista,0,,Outro,1,Reprehenderit veritatis consequatur accusantium reiciendis minima.,9.7,27,,Diana Santos
CLI135,Aurora Machado,2024-07-28,Rural,"Viaduto Bryan Freitas, 888",Dom Cabral,Dias de Macedo,MA,01216-391,16925.11,À Vista,0,,Panfleto,1,Vero ad reiciendis eligendi expedita recusandae quae.,10.8,37,,Diana Santos
CLI136,Beatriz da Rosa,2024-07-18,Residencial,"Colônia Rafaela Azevedo, 686",Olhos D'água,Dias,RR,73075333,40819.17,Cartão de Crédito,3,Elo,Outro,5,Eum accusantium a iure at cumque expedita commodi.,5.8,19,,Diana Santos
CLI137,Dr. Gael Henrique Rodrigues,2023-07-13,Industrial,"Quadra de Pacheco, 351",União,Monteiro das Flores,TO,56535-049,78556.31,À Vista,0,,Feira/Evento,1,Molestias voluptates itaque quibusdam laborum explicabo.,15.8,44,,Eduardo Costa
CLI138,Júlia da Luz,2024-07-24,Rural,"Morro de Sá, 820",Eymard,Ferreira,TO,18301-784,20761.05,Financiamento Bancário,48,Sicoob,Outro,3,Perspiciatis aliquam corporis quia doloribus.,3.3,10,,Carlos Oliveira
CLI139,Maria Cecília da Conceição,2023-07-03,Residencial,"Esplanada de Santos, 238",São Salvador,Rezende,MS,37792-903,46286.41,Cartão de Crédito,9,Visa,Indicação,4,Ipsam accusamus nam possimus.,14.8,46,Natália da Rocha,Ana Clara
CLI140,Aurora da Conceição,2025-02-26,Comercial,"Ladeira Yago Cavalcanti, 1628",Olhos D'água,Oliveira das Flores,PI,23743-739,68414.87,Boleto,0,,Panfleto,4,,17.5,44,,Eduardo Costa
CLI141,Arthur da Rocha,2023-10-09,Rural,"Viaduto Duarte, 614",São José,da Conceição do Galho,MT,53817223,37369.01,Cartão de Crédito,9,Mastercard,Mídias Sociais,4,Iste harum non debitis velit.,4.2,10,,Diana Santos
CLI142,Sofia Abreu,2025-01-28,Industrial,"Praia Sabrina Borges, 468",Mariano De Abreu,Novais do Sul,ES,98454-235,70634.67,Financiamento Bancário,60,Banco do Brasil,Panfleto,1,,19.4,64,,Bruno Silva
CLI143,Bryan Dias,2025-01-16,Residencial,"Parque Campos, 850",Grotinha,Cirino,DF,66817-138,47421.93,Boleto,0,,Feira/Evento,3,,18.2,58,,Diana Santos
CLI144,Dra. Nina Peixoto,2023-07-24,Residencial,"Loteamento Luiz Gustavo Aragão, 1423",Vitoria,Monteiro da Prata,AM,39482-305,48209.61,Financiamento Bancário,60,Bradesco,Outro,2,Minus dolore omnis hic sed sapiente.,11.2,34,,Diana Santos
CLI145,Maitê Pereira,2025-05-06,Residencial,"Viaduto de Vieira, 1717",Madre Gertrudes,Mendonça Grande,MS,87628-998,69258.82,Financiamento Bancário,84,Itaú,Mídias Sociais,2,,3.9,13,,Ana Clara
CLI146,Vitor Gabriel Lima,2023-07-18,Comercial,"Fazenda Raquel Viana, 714",Tupi B,Rezende do Galho,AP,65274514,51055.02,Financiamento Bancário,60,Caixa Econômica Federal,Feira/Evento,4,Beatae nulla doloremque facere voluptates officiis veniam velit.,11.2,39,,Diana Santos
CLI147,Alana Macedo,2025-01-28,Comercial,"Recanto Ryan Freitas, 650",Glória,Silva,AP,01386-913,77611.67,Financiamento Bancário,24,Caixa Econômica Federal,Google,1,Aspernatur alias dolor nihil blanditiis.,11.6,40,,Bruno Silva
CLI148,Srta. Luana Macedo,2023-08-18,Industrial,"Trecho de Rodrigues, 1891",Rio Branco,Aparecida do Amparo,RN,75928-574,13697.47,Boleto,0,,Mídias Sociais,1,,11.0,33,,Bruno Silva
CLI149,Luiz Miguel Albuquerque,2024-10-15,Industrial,"Passarela de Moreira, 456",Candelaria,da Mota,AP,86534-071,10244.32,Boleto,0,,Google,3,,11.8,41,,Ana Clara
CLI150,Caroline da Luz,2025-03-07,Residencial,"Rodovia Leão, 932",Vila De Sá,da Conceição,SE,46535080,54829.15,Cartão de Crédito,6,Visa,Mídias Sociais,2,Voluptatum consequatur aspernatur consequuntur molestias unde.,17.2,51,,Bruno Silva
CLI151,Benício Rodrigues,2025-05-13,Industrial,"Conjunto de Cunha, 379",São Jorge 3ª Seção,Aparecida,PI,76699387,60935.63,Boleto,0,,Site da Empresa,1,Quam dolores repellat esse sit dolorum non.,10.8,35,,Eduardo Costa
CLI152,Ana Sophia Pinto,2024-03-16,Industrial,"Rodovia de Azevedo, 1538",Vila Nova,Caldeira de Silveira,RR,07476079,58379.47,À Vista,0,,Site da Empresa,5,Repellendus quod quis iure iure.,2.9,9,,Ana Clara
CLI153,Alexandre Nunes,2025-02-16,Industrial,"Residencial Alexandre Novaes, 146",Mariano De Abreu,Santos,PB,84237847,19538.06,Cartão de Crédito,3,Elo,Feira/Evento,2,Repellendus et neque sapiente ea.,16.5,48,,Ana Clara
CLI154,Sr. Cauê Sousa,2024-06-24,Rural,"Núcleo Souza, 1336",Inconfidência,Costa,PR,49412043,21314.18,À Vista,0,,Outro,5,Corrupti suscipit expedita earum dicta.,13.5,39,,Fernanda Lima
CLI155,Valentim Freitas,2025-02-01,Comercial,"Rua da Paz, 853",Jaraguá,Barros Paulista,RS,17846-303,37570.01,Financiamento Bancário,84,Nubank,Google,1,At aspernatur quae soluta nobis at.,19.7,57,,Eduardo Costa
CLI156,Théo Fonseca,2024-12-06,Industrial,"Recanto Teixeira, 1078",Taquaril,Borges do Campo,ES,56574655,12864.67,À Vista,0,,Google,5,Autem id ex accusantium incidunt id.,18.1,54,,Ana Clara
CLI157,Ana Lívia da Cunha,2024-05-18,Comercial,"Campo Milena Correia, 430",Cidade Jardim Taquaril,Barros da Prata,GO,95633473,73779.97,Cartão de Crédito,9,Elo,Parceria,4,Inventore quo veritatis modi earum inventore eius.,7.2,25,,Carlos Oliveira
CLI158,Kevin Rezende,2025-05-19,Rural,"Vale Agatha da Costa, 217",Santo Agostinho,Mendes de Minas,AL,70166501,53000.48,Boleto,0,,Site da Empresa,4,Deserunt tempore ipsa quibusdam ratione nobis.,11.0,35,,Fernanda Lima
CLI159,Dr. Luigi Carvalho,2023-07-13,Residencial,"Campo Fernanda Borges, 1363",Vila Nova Cachoeirinha 3ª Seção,da Mota,RS,53096-950,22508.77,À Vista,0,,Panfleto,3,,17.3,57,,Fernanda Lima
CLI160,Ana Cecília Macedo,2024-08-17,Industrial,"Morro de Sousa, 1124",Lorena,Sá,MA,12667379,72322.03,À Vista,0,,Parceria,2,,8.2,27,,Carlos Oliveira
CLI161,Leandro Ferreira,2024-08-02,Comercial,"Fazenda José Pedro Gonçalves, 319",Frei Leopoldo,Marques,AP,88155728,38127.03,Cartão de Crédito,3,Visa,Indicação,4,Dolorum voluptates deleniti ut temporibus dignissimos in.,7.4,24,Ísis Duarte,Fernanda Lima
CLI162,Isabella Marques,2023-12-07,Residencial,"Quadra Albuquerque, 150",Alto Caiçaras,Sá de Casa Grande,PB,76166224,29189.5,Financiamento Bancário,48,Santander,Google,5,,3.9,13,,Ana Clara
CLI163,Nathan Cavalcanti,2024-07-10,Residencial,"Vila Augusto Rezende, 1570",Luxemburgo,Pinto,BA,59477-668,72341.99,Boleto,0,,Site da Empresa,3,,10.5,33,,Carlos Oliveira
CLI164,Gael Henrique Moura,2025-06-02,Comercial,"Conjunto Evelyn Dias, 485",Solar Do Barreiro,Cavalcanti do Norte,PI,46472-084,30823.27,À Vista,0,,Site da Empresa,4,Similique provident eveniet quia quae.,18.6,61,,Ana Clara
CLI165,Júlia Lopes,2025-01-29,Industrial,"Parque Gustavo Pinto, 298",Floramar,Guerra Grande,AM,71596418,45260.33,Boleto,0,,Outro,4,,10.7,35,,Eduardo Costa
CLI166,Larissa Aragão,2024-04-19,Residencial,"Vereda Macedo, 1497",Cidade Nova,Montenegro Paulista,PR,84602820,46372.81,Boleto,0,,Google,2,Beatae ut maiores sequi ducimus eius officia.,9.4,24,,Diana Santos
CLI167,Eloá Nascimento,2023-09-12,Residencial,"Lagoa Ian Mendonça, 304",São Francisco Das Chagas,Borges Alegre,RJ,93749834,61323.45,Boleto,0,,Panfleto,1,Dolore cumque eveniet neque.,14.2,42,,Eduardo Costa
CLI168,Dr. João Gabriel Cardoso,2024-01-25,Rural,"Setor Kaique Sampaio, 1508",Vila Da Paz,Lopes de Monteiro,TO,04964-805,23131.05,À Vista,0,,Outro,1,Exercitationem dolorem adipisci voluptates.,2.7,8,,Eduardo Costa
CLI169,Dante Farias,2024-02-14,Industrial,"Ladeira de Sales, 371",Esperança,Monteiro,RS,52398162,31712.94,Boleto,0,,Panfleto,3,,6.0,18,,Carlos Oliveira
CLI170,Srta. Isabela Moreira,2024-06-03,Comercial,"Área Santos, 1413",São Francisco Das Chagas,Albuquerque,PI,97885-779,19897.24,Cartão de Crédito,3,Elo,Indicação,1,Porro labore fuga nemo eaque numquam.,4.8,16,Clara Moura,Fernanda Lima
CLI171,Alexandre Guerra,2024-08-16,Comercial,"Chácara Daniel Pinto, 336",Vila Mangueiras,Silveira,RO,30703529,70852.03,À Vista,0,,Parceria,4,Repellat fugit beatae doloribus.,6.9,23,,Bruno Silva
CLI172,Ana Liz Freitas,2024-07-23,Rural,"Pátio de Gonçalves, 1021",Unidas,Gonçalves,TO,74285-143,20739.7,À Vista,0,,Mídias Sociais,5,,16.2,41,,Eduardo Costa
CLI173,Davi Miguel Farias,2025-05-25,Residencial,"Passarela de Teixeira, 1232",Pindorama,Porto de Albuquerque,AM,73502-543,51810.36,À Vista,0,,Parceria,3,Accusamus ullam ullam numquam.,2.0,5,,Bruno Silva
CLI174,Renan Guerra,2025-02-27,Industrial,"Avenida Luiza da Rocha, 1652",Fernão Dias,da Cruz,GO,64703129,43337.49,Cartão de Crédito,9,Mastercard,Site da Empresa,2,,5.8,16,,Eduardo Costa
CLI175,Ian Aragão,2023-06-05,Industrial,"Rodovia Isis Mendonça, 1454",Comiteco,Aragão de Goiás,ES,32636-718,37056.45,Boleto,0,,Site da Empresa,3,Illum corporis aut deleniti sunt eum.,12.7,41,,Eduardo Costa
CLI176,Lorena Dias,2025-05-09,Residencial,"Área de Albuquerque, 1225",Pantanal,da Cunha de da Cunha,CE,10874046,71829.26,Financiamento Bancário,48,Sicoob,Mídias Sociais,2,Eaque dolorem veniam eligendi alias cum aut.,8.4,21,,Eduardo Costa
CLI177,Laís Câmara,2023-10-14,Rural,"Largo Mirella Aragão, 204",Conjunto Califórnia Ii,Garcia,MT,09031930,53068.03,Cartão de Crédito,12,Visa,Panfleto,1,,3.1,9,,Carlos Oliveira
CLI178,Carlos Eduardo Gonçalves,2024-01-01,Industrial,"Parque Fogaça, 523",Santo Agostinho,da Rosa da Mata,SC,80531-534,58893.47,Financiamento Bancário,36,Nubank,Panfleto,1,Doloremque ea minus quod.,4.0,12,,Carlos Oliveira
CLI179,Leonardo da Paz,2023-07-11,Comercial,"Sítio Larissa Abreu, 894",Marieta 3ª Seção,Fernandes da Serra,TO,42313978,54448.68,Financiamento Bancário,84,Bradesco,Feira/Evento,1,Odio repudiandae omnis adipisci.,14.2,35,,Eduardo Costa
CLI180,Juliana Novaes,2025-01-19,Comercial,"Favela de Pastor, 374",Boa União 1ª Seção,Duarte de Albuquerque,RN,55036303,61435.09,Cartão de Crédito,3,Elo,Parceria,5,Minima consequatur laborum voluptates.,13.2,38,,Bruno Silva
CLI181,Enzo Gabriel Carvalho,2024-03-19,Comercial,"Residencial Martins, 1858",Vila Calafate,Rocha,SE,57181834,36311.75,Financiamento Bancário,60,Santander,Site da Empresa,1,Tempora consectetur dolorem soluta.,9.4,27,,Fernanda Lima
CLI182,Sra. Alexia Fogaça,2024-01-06,Industrial,"Campo de Peixoto, 572",Santa Tereza,Teixeira,PB,39671-672,75819.65,À Vista,0,,Outro,2,Iure nisi error quas culpa deleniti.,13.9,40,,Ana Clara
CLI183,Calebe Nunes,2024-08-29,Rural,"Pátio Mariah Carvalho, 946",Lourdes,Montenegro,BA,23819-927,47721.0,Boleto,0,,Panfleto,3,,3.4,10,,Ana Clara
CLI184,Maria Liz Silveira,2024-11-29,Rural,"Conjunto Mendes, 919",Bairro Das Indústrias Ii,da Cunha de Pacheco,PA,31608414,13720.59,Cartão de Crédito,3,Elo,Indicação,4,,17.8,48,Lucas Souza,Eduardo Costa
CLI185,Maria Isis Correia,2023-12-12,Residencial,"Praça de Costa, 308",São Jorge 2ª Seção,Pinto do Sul,PE,28675586,57141.94,Boleto,0,,Parceria,3,Ratione doloribus voluptas illo consectetur labore.,3.7,12,,Diana Santos
CLI186,Maria Júlia Oliveira,2024-05-28,Residencial,"Área Camargo, 1782",Serrano,Leão de Souza,RO,70770-006,70487.49,Financiamento Bancário,60,Outro,Parceria,4,Odio nostrum magnam.,18.9,56,,Diana Santos
CLI187,Vicente Costela,2024-12-04,Comercial,"Viela Rebeca Cassiano, 222",Madri,Silveira do Oeste,AL,91289-194,30070.16,Boleto,0,,Panfleto,1,Quisquam nihil qui magnam.,6.0,16,,Eduardo Costa
CLI188,Maria Vitória Ribeiro,2024-03-28,Industrial,"Colônia Carvalho, 214",Vila São Paulo,Teixeira do Norte,SP,57318276,74227.18,À Vista,0,,Indicação,4,Modi deserunt corrupti perferendis dignissimos eum corporis quod.,11.3,32,Caroline Montenegro,Eduardo Costa
CLI189,Calebe da Conceição,2025-06-04,Industrial,"Avenida Anna Liz Albuquerque, 1266",Vila Vista Alegre,Mendonça de Barros,PE,47323-599,34860.92,Financiamento Bancário,60,Nubank,Mídias Sociais,2,,19.4,63,,Carlos Oliveira
CLI190,Luna Garcia,2023-10-26,Comercial,"Viela Maria Julia da Cunha, 569",Unidas,Alves da Praia,MS,98420-928,67985.67,À Vista,0,,Panfleto,4,Eaque nisi repellat.,2.3,6,,Ana Clara
CLI191,Enrico Lima,2024-10-19,Rural,"Chácara de Andrade, 587",Virgínia,Costela,RO,39793-071,20761.99,Cartão de Crédito,12,Elo,Site da Empresa,1,Sapiente quo ut quidem repellat blanditiis soluta.,5.9,15,,Carlos Oliveira
CLI192,Gael Henrique Montenegro,2025-03-20,Comercial,"Loteamento Maria Cecília Almeida, 1539",Copacabana,Silva da Praia,MS,68916-006,25940.05,Boleto,0,,Google,5,Ipsam earum hic consequuntur.,12.7,40,,Bruno Silva
CLI193,Ana Laura Barbosa,2023-11-27,Rural,"Passarela Peixoto, 364",Cruzeiro,Pacheco,MT,99692884,42457.42,À Vista,0,,Google,1,Perspiciatis rerum ipsa soluta velit.,11.8,36,,Ana Clara
CLI194,Maria Isis Silva,2023-11-11,Comercial,"Largo da Conceição, 1857",Serra Do Curral,Farias de Alves,DF,42224142,5743.57,Cartão de Crédito,9,Mastercard,Panfleto,4,Aspernatur iste maiores.,9.8,31,,Bruno Silva
CLI195,Clarice Novaes,2024-06-30,Industrial,"Lago Moura, 165",Rio Branco,Cirino Verde,MG,82690896,68818.82,Boleto,0,,Panfleto,1,Repellat repudiandae odit quibusdam autem temporibus.,6.8,22,,Diana Santos
CLI196,Lavínia Fogaça,2025-06-04,Residencial,"Alameda Vieira, 170",Manacas,Cardoso,SP,36802280,25179.49,À Vista,0,,Panfleto,5,Error velit excepturi autem.,6.4,21,,Eduardo Costa
CLI197,Gabriela Azevedo,2024-08-06,Rural,"Sítio Levi Ferreira, 178",Granja De Freitas,Azevedo da Prata,RS,17537-335,34357.97,Financiamento Bancário,60,Outro,Indicação,5,Alias pariatur culpa fuga recusandae rem neque.,12.8,35,Benjamin da Paz,Ana Clara
CLI198,Sara Moreira,2025-01-17,Industrial,"Via Benicio Borges, 255",Juliana,Lopes de Goiás,RJ,99782303,59480.84,À Vista,0,,Parceria,2,,4.9,17,,Carlos Oliveira
CLI199,Bárbara Peixoto,2025-04-29,Rural,"Favela de Moura, 498",Dom Joaquim,Freitas,RR,27108-025,8781.51,Financiamento Bancário,84,Banco do Brasil,Google,2,Doloribus asperiores fugiat minus optio.,6.1,18,,Carlos Oliveira
CLI200,Srta. Lunna Barros,2025-01-26,Industrial,"Morro Casa Grande, 1830",Santa Lúcia,Casa Grande,MT,72549-187,27763.57,Financiamento Bancário,24,Nubank,Outro,3,Saepe tenetur rem aspernatur.,9.2,24,,Bruno Silva
CLI201,Ana Sophia Fogaça,2023-06-05,Comercial,"Favela de Nogueira, 1593",Jardinópolis,Pimenta,MT,30810-393,16943.98,Boleto,0,,Feira/Evento,4,Beatae harum ipsa nisi laborum.,4.3,12,,Diana Santos
CLI202,Diego Peixoto,2023-12-04,Residencial,"Praia Nicole Gonçalves, 1612",Vila De Sá,Freitas da Praia,SP,49367-456,67866.19,Boleto,0,,Outro,1,Deserunt sed ut fuga omnis minima.,4.1,12,,Ana Clara
CLI203,Felipe Rodrigues,2024-07-14,Residencial,"Viaduto Josué Teixeira, 696",Luxemburgo,Moreira de Casa Grande,MG,63895-652,42957.39,Financiamento Bancário,48,Caixa Econômica Federal,Site da Empresa,1,Eum eius impedit vel.,11.0,38,,Diana Santos
CLI204,Ayla Macedo,2024-12-07,Rural,"Estação de Barbosa, 1406",Santa Cruz,Nogueira Verde,BA,64987-797,45333.22,À Vista,0,,Site da Empresa,1,Tempora odit vitae rem porro dolore aliquam.,4.8,15,,Diana Santos
CLI205,Sra. Brenda Teixeira,2023-11-22,Rural,"Pátio Mendonça, 846",Providencia,Martins,AM,85577404,50197.41,Cartão de Crédito,12,Elo,Mídias Sociais,5,Error laudantium consequuntur deleniti.,13.7,43,,Carlos Oliveira
CLI206,Aurora Sales,2024-09-04,Comercial,"Lagoa de Dias, 1570",Brasil Industrial,Alves de Goiás,BA,43397-834,70989.73,À Vista,0,,Indicação,1,Corporis et ex sunt aut possimus neque.,2.7,8,Alice Viana,Carlos Oliveira
CLI207,Thomas Rodrigues,2025-04-13,Industrial,"Vila Rocha, 1608",Lindéia,Melo do Campo,PR,78907098,36174.03,Boleto,0,,Indicação,1,Maiores velit error cupiditate commodi animi.,13.6,46,Heloisa Duarte,Ana Clara
CLI208,Brenda da Luz,2025-05-11,Comercial,"Lago Noah Barbosa, 266",Tupi A,Fernandes,PE,46076798,19138.3,Boleto,0,,Google,4,Aliquid illo libero accusamus voluptatem.,16.2,52,,Carlos Oliveira
CLI209,Sr. Henry Gabriel Vargas,2023-08-27,Comercial,"Largo de Moraes, 1316",João Paulo Ii,Costela da Praia,DF,82635483,23178.72,Boleto,0,,Indicação,4,Eius dolore quod laboriosam.,3.5,11,Sr. João Vitor Dias,Ana Clara
CLI210,Kaique Rios,2023-09-01,Residencial,"Vereda Moraes, 1822",Novo Aarão Reis,Duarte,RN,90215-090,60342.29,Boleto,0,,Site da Empresa,2,Error quidem odit.,9.9,28,,Fernanda Lima
CLI211,Luiza Siqueira,2023-08-23,Rural,"Parque de Correia, 359",Vila Trinta E Um De Março,Araújo,PI,21722-429,70054.72,Financiamento Bancário,24,Banco do Brasil,Site da Empresa,2,Deleniti accusamus nihil est.,10.0,34,,Ana Clara
CLI212,Mirella da Cunha,2023-06-16,Industrial,"Núcleo Calebe Nogueira, 1863",Vila Fumec,Moraes de Gonçalves,AC,92225-160,17064.86,Financiamento Bancário,72,Outro,Site da Empresa,3,Quod sint debitis odio delectus autem distinctio quos.,11.5,35,,Diana Santos
CLI213,Ravi Freitas,2023-12-26,Rural,"Largo de Gomes, 1442",Vila Fumec,Pimenta,TO,10381-100,10702.89,Boleto,0,,Panfleto,2,Tenetur repellendus fugit ad.,6.6,16,,Eduardo Costa
CLI214,Letícia Jesus,2024-10-26,Industrial,"Lagoa de Araújo, 1442",Jardim Montanhês,Jesus,ES,05446-201,29269.5,Financiamento Bancário,60,Santander,Outro,2,Odio a consectetur ullam fuga.,13.7,47,,Carlos Oliveira
CLI215,Ana Liz Camargo,2025-01-25,Comercial,"Recanto de Silva, 101",Santana Do Cafezal,Nascimento do Galho,MG,70911-335,42409.16,À Vista,0,,Panfleto,5,,3.0,7,,Fernanda Lima
